popularity,duration,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre_acoustic,track_genre_classical,track_genre_country,track_genre_disco,track_genre_funk,track_genre_hip-hop,track_genre_jazz,track_genre_pop,track_genre_rock,track_genre_world-music
0,201.541,0,0.488,0.175,8,-9.5,1,0.0491,0.952,1.01e-06,0.105,0.201,117.291,4,0,0,1,0,0,0,0,0,0,0
50,248.506,0,0.379,0.267,4,-8.981,1,0.0293,0.605,0.00322,0.152,0.229,135.198,4,1,0,0,0,0,0,0,0,0,0
85,404.106,1,0.78,0.768,6,-4.325,0,0.238,0.0371,2.34e-06,0.518,0.507,80.063,4,0,0,0,0,0,1,0,0,0,0
82,175.72,1,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,4,0,0,0,0,0,1,0,0,0,0
0,182.4,0,0.67,0.737,9,-6.794,1,0.0434,0.223,0.0,0.325,0.753,92.958,4,0,0,1,0,0,0,0,0,0,0
71,227.091,0,0.742,0.879,0,-4.274,0,0.0328,0.0696,7.17e-06,0.0981,0.936,133.946,4,0,0,0,0,0,0,0,1,0,0
65,241.448,0,0.531,0.431,2,-8.937,0,0.037,0.868,2.47e-05,0.127,0.19,107.99,4,0,0,0,0,0,0,0,1,0,0
55,263.12,0,0.454,0.614,11,-10.41,1,0.0302,0.00223,1.16e-05,0.0936,0.343,140.56,4,0,1,0,0,0,0,0,0,0,0
25,50.08,0,0.5,0.0503,0,-32.576,1,0.0541,0.991,0.928,0.0956,0.432,125.262,4,0,1,0,0,0,0,0,0,0,0
10,75.986,0,0.336,0.155,0,-20.784,0,0.0399,0.99,0.791,0.153,0.871,166.114,3,0,1,0,0,0,0,0,0,0,0
40,215.066,0,0.679,0.757,10,-7.668,0,0.0556,0.0255,0.355,0.312,0.611,110.015,4,0,0,0,0,0,0,0,0,0,1
72,234.722,0,0.385,0.464,2,-6.975,1,0.0404,0.452,0.0,0.109,0.15,137.839,4,0,0,0,0,0,0,0,1,0,0
0,47.0,0,0.232,0.0142,0,-24.701,1,0.0308,0.996,0.867,0.133,0.255,95.139,5,0,1,0,0,0,0,0,0,0,0
28,163.2,0,0.512,0.671,1,-7.738,1,0.0283,0.0314,0.161,0.0749,0.397,82.342,4,1,0,0,0,0,0,0,0,0,0
0,206.539,0,0.674,0.86,7,-5.498,1,0.033,0.00469,0.00345,0.115,0.637,116.05,4,0,0,1,0,0,0,0,0,0,0
62,194.866,0,0.545,0.597,3,-5.748,1,0.0336,0.3,0.0,0.0783,0.559,133.678,4,0,0,1,0,0,0,0,0,0,0
67,250.546,0,0.529,0.496,7,-9.007,1,0.029,0.173,0.0,0.251,0.278,136.859,4,0,0,1,0,0,0,0,0,0,0
0,169.066,1,0.602,0.557,0,-10.321,1,0.178,0.253,0.0,0.11,0.765,135.868,4,0,0,0,0,0,0,1,0,0,0
54,217.986,0,0.728,0.544,9,-7.848,0,0.0502,0.347,0.576,0.179,0.255,101.029,4,0,0,0,1,0,0,0,0,0,0
41,168.797,1,0.853,0.791,2,-9.402,1,0.246,0.0942,0.0,0.388,0.596,117.039,4,0,0,1,0,0,0,0,0,0,0
45,181.395,0,0.678,0.758,11,-1.995,0,0.31,0.299,0.0,0.108,0.667,172.05,4,0,0,0,0,1,0,0,0,0,0
75,214.88,0,0.671,0.501,4,-13.119,1,0.0594,0.342,0.0,0.194,0.86,87.04,4,0,0,1,0,0,0,0,0,0,0
0,267.773,0,0.783,0.322,0,-15.091,1,0.0343,0.215,0.00243,0.114,0.77,128.227,4,0,0,1,0,0,0,0,0,0,0
67,299.821,0,0.468,0.854,11,-3.932,0,0.059,0.176,0.0,0.126,0.277,155.867,4,0,0,0,0,0,0,0,1,0,0
54,233.488,0,0.601,0.372,3,-6.148,1,0.0292,0.835,0.0,0.129,0.444,146.086,4,1,0,0,0,0,0,0,0,0,0
64,298.133,0,0.172,0.0696,11,-21.295,0,0.0339,0.916,0.00199,0.137,0.103,167.974,5,0,0,0,0,0,0,1,0,0,0
0,163.706,0,0.638,0.0767,10,-13.98,1,0.0588,0.937,0.0,0.121,0.599,114.353,4,0,0,0,0,0,0,1,0,0,0
65,226.789,0,0.515,0.691,5,-4.028,0,0.0344,0.624,0.0,0.121,0.484,169.521,3,0,0,0,0,0,0,0,1,0,0
54,145.514,0,0.724,0.28,9,-12.788,1,0.0303,0.755,0.0,0.326,0.527,106.966,4,1,0,0,0,0,0,0,0,0,0
0,187.146,0,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,0,0,0,0,0,0,0,0,1,0
0,124.24,0,0.745,0.598,10,-6.053,1,0.0975,0.129,0.0,0.678,0.789,148.906,4,0,0,1,0,0,0,0,0,0,0
0,145.542,1,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.39,112.509,4,0,0,0,0,0,1,0,0,0,0
40,336.093,0,0.283,0.0521,1,-25.091,1,0.0394,0.993,0.892,0.105,0.0561,70.338,3,0,1,0,0,0,0,0,0,0,0
66,194.653,0,0.698,0.505,6,-8.242,0,0.0356,0.354,0.0,0.0995,0.396,95.868,4,0,0,0,0,0,0,0,1,0,0
0,171.026,0,0.606,0.737,8,-5.745,1,0.0321,0.134,0.0,0.057,0.65,82.966,4,0,0,1,0,0,0,0,0,0,0
1,309.327,1,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,0,0,0,0,0,1,0,0,0,0
40,199.256,0,0.674,0.122,1,-17.963,1,0.0427,0.882,0.0,0.139,0.339,130.014,4,1,0,0,0,0,0,0,0,0,0
70,258.857,0,0.581,0.557,5,-7.557,0,0.0466,0.671,0.0,0.107,0.333,140.047,4,0,0,0,0,0,0,0,1,0,0
37,333.813,0,0.487,0.384,0,-11.071,1,0.0297,0.478,1.33e-05,0.1,0.164,131.963,4,0,0,0,0,0,0,0,0,0,1
24,249.12,0,0.709,0.81,5,-7.134,0,0.0475,0.0124,0.0,0.242,0.772,125.003,4,0,0,0,1,0,0,0,0,0,0
67,224.04,0,0.645,0.534,4,-5.428,0,0.0306,0.147,4.3e-06,0.0858,0.302,90.024,4,0,0,0,0,0,0,0,1,0,0
69,210.951,0,0.845,0.659,9,-6.348,1,0.0373,0.159,0.0129,0.0782,0.547,125.965,4,0,0,0,0,0,0,0,1,0,0
59,177.391,0,0.797,0.627,4,-7.095,0,0.145,0.0143,0.0,0.324,0.526,92.017,4,0,0,0,0,0,1,0,0,0,0
59,207.493,0,0.815,0.801,7,-4.271,0,0.143,0.229,1.14e-05,0.0762,0.533,96.473,4,0,0,0,0,0,1,0,0,0,0
0,333.8,1,0.793,0.737,6,-4.731,0,0.0785,0.0765,0.0,0.0747,0.697,167.969,4,0,0,0,0,0,0,0,1,0,0
0,230.461,1,0.676,0.588,7,-7.025,1,0.275,0.137,8.47e-06,0.137,0.484,186.012,4,0,0,0,0,0,0,0,1,0,0
0,201.573,0,0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4,0,0,0,0,0,0,0,1,0,0
83,291.175,1,0.666,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,4,0,0,0,0,0,1,0,0,0,0
52,192.863,1,0.788,0.526,5,-6.305,0,0.0592,0.264,0.0,0.116,0.516,112.017,4,0,0,0,0,1,0,0,0,0,0
49,198.62,1,0.642,0.519,3,-7.423,0,0.149,0.742,3.54e-06,0.103,0.563,144.957,4,0,0,0,0,1,0,0,0,0,0
2,297.293,0,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,0,0,0,0,0,0,0,0,1,0
77,266.066,1,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,4,0,0,0,0,1,0,0,0,0,0
42,176.863,0,0.648,0.518,6,-12.035,0,0.0355,0.704,0.0,0.168,0.761,124.994,4,0,0,0,0,1,0,0,0,0,0
26,246.773,0,0.675,0.366,2,-13.493,1,0.0759,0.719,0.00105,0.191,0.411,72.662,4,1,0,0,0,0,0,0,0,0,0
72,173.333,0,0.738,0.599,8,-7.102,1,0.0393,0.434,0.0,0.13,0.575,120.052,5,0,0,0,0,0,1,0,0,0,0
0,163.533,0,0.328,0.14,1,-17.553,1,0.033,0.977,0.895,0.0926,0.218,97.785,3,0,1,0,0,0,0,0,0,0,0
6,286.253,0,0.206,0.636,4,-6.591,0,0.0418,0.211,0.000118,0.217,0.394,77.797,4,0,0,0,0,0,0,0,1,0,0
0,272.586,0,0.453,0.139,6,-12.683,1,0.0302,0.806,3.11e-06,0.121,0.17,105.33,3,0,0,1,0,0,0,0,0,0,0
61,253.494,0,0.481,0.715,11,-7.14,1,0.0661,0.023,0.00213,0.181,0.222,131.452,3,0,0,0,0,1,0,0,0,0,0
7,240.266,0,0.771,0.905,6,-3.268,0,0.155,0.11,7.46e-06,0.656,0.858,163.978,4,0,0,0,0,0,1,0,0,0,0
41,301.973,0,0.323,0.232,9,-12.207,1,0.0344,0.846,8.6e-06,0.0777,0.322,132.536,4,0,0,0,0,0,0,0,0,0,1
70,323.346,0,0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,4,0,0,0,1,0,0,0,0,0,0
43,234.933,0,0.747,0.546,8,-8.781,1,0.48,0.64,0.0,0.654,0.582,170.005,4,0,0,0,0,1,0,0,0,0,0
45,162.013,0,0.65,0.844,2,-7.664,1,0.116,0.418,0.0,0.291,0.341,152.993,4,0,0,1,0,0,0,0,0,0,0
0,147.8,0,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,0,0,0,0,1,0,0,0,0,0
0,327.56,1,0.479,0.598,1,-5.807,0,0.323,0.0536,0.0,0.456,0.244,110.456,3,0,0,0,0,0,1,0,0,0,0
45,247.704,0,0.655,0.502,8,-7.962,1,0.0349,0.579,0.0,0.117,0.368,123.931,4,1,0,0,0,0,0,0,0,0,0
66,244.444,0,0.774,0.672,2,-4.351,1,0.0621,0.276,1.82e-05,0.111,0.307,107.956,4,0,0,0,0,0,0,0,1,0,0
0,84.986,0,0.553,0.337,10,-10.334,1,0.0303,0.818,0.0,0.113,0.664,102.213,4,0,0,0,0,0,0,1,0,0,0
2,389.84,0,0.403,0.0341,9,-24.567,1,0.0348,0.991,0.916,0.173,0.148,144.708,4,0,1,0,0,0,0,0,0,0,0
0,69.0,0,0.635,0.393,9,-10.889,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,0,0,0,0,0,0,1,0,0,0
61,214.56,0,0.501,0.684,2,-5.368,1,0.0302,0.485,0.0,0.083,0.369,80.039,4,1,0,0,0,0,0,0,0,0,0
0,137.933,0,0.499,0.215,11,-17.369,0,0.031,0.898,0.913,0.0989,0.74,132.383,4,0,0,0,0,0,0,1,0,0,0
65,196.071,0,0.268,0.334,3,-8.877,0,0.0332,0.759,0.0,0.117,0.175,55.832,4,0,0,0,0,0,0,0,1,0,0
78,153.693,0,0.653,0.519,2,-10.164,1,0.0497,0.406,0.0209,0.101,0.822,98.883,4,0,0,1,0,0,0,0,0,0,0
66,185.16,0,0.443,0.104,0,-17.042,1,0.101,0.913,0.0,0.191,0.394,76.497,4,0,0,0,0,0,0,1,0,0,0
0,146.093,0,0.695,0.494,9,-11.419,1,0.058,0.31,0.0,0.0888,0.816,127.382,4,0,0,0,0,0,0,0,0,1,0
0,202.613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,0,0,1,0,0,0,0,0,0,0
39,128.798,1,0.734,0.0423,4,-24.831,1,0.0583,0.916,0.0,0.108,0.14,123.905,4,1,0,0,0,0,0,0,0,0,0
1,242.573,0,0.771,0.659,10,-12.311,1,0.0687,0.175,0.0356,0.179,0.742,110.697,4,0,0,0,0,1,0,0,0,0,0
0,132.108,0,0.469,0.183,5,-15.414,1,0.0407,0.829,0.0,0.71,0.381,139.592,4,0,0,1,0,0,0,0,0,0,0
41,205.84,0,0.4,0.284,7,-11.616,1,0.0265,0.378,3.13e-05,0.55,0.236,82.544,4,0,0,0,0,0,0,0,0,0,1
0,214.786,0,0.375,0.428,0,-7.387,1,0.029,0.109,0.0,0.105,0.361,78.516,4,0,0,1,0,0,0,0,0,0,0
43,235.599,0,0.406,0.121,5,-11.65,1,0.0373,0.806,0.0,0.115,0.387,118.071,4,0,0,0,0,0,0,0,0,0,1
0,217.493,0,0.5,0.908,2,-4.303,1,0.0418,0.0166,0.0,0.128,0.744,138.834,4,0,0,0,0,0,0,0,0,1,0
3,79.36,0,0.478,0.185,5,-16.501,1,0.037,0.693,0.907,0.0665,0.941,103.495,3,0,1,0,0,0,0,0,0,0,0
29,172.557,0,0.544,0.834,7,-6.937,0,0.0375,0.0327,0.0,0.128,0.403,149.976,4,0,0,0,1,0,0,0,0,0,0
56,163.88,0,0.458,0.218,4,-11.597,1,0.0281,0.762,8.37e-06,0.105,0.244,94.926,4,0,0,0,0,0,0,0,0,0,1
0,183.066,0,0.287,0.0372,0,-25.063,0,0.0541,0.981,0.0774,0.0514,0.0393,86.551,4,0,1,0,0,0,0,0,0,0,0
0,215.693,0,0.312,0.562,9,-6.495,1,0.0298,0.123,0.165,0.136,0.513,185.718,3,0,0,1,0,0,0,0,0,0,0
28,210.466,0,0.337,0.227,4,-19.676,1,0.0432,0.983,0.88,0.351,0.87,81.438,4,0,1,0,0,0,0,0,0,0,0
31,180.771,0,0.448,0.516,0,-7.449,1,0.0292,0.341,0.00497,0.0929,0.29,100.672,4,1,0,0,0,0,0,0,0,0,0
43,386.986,0,0.359,0.501,2,-8.621,1,0.0294,0.151,2.31e-06,0.11,0.077,145.785,4,0,0,0,0,0,0,0,0,0,1
48,190.751,0,0.591,0.647,4,-8.34,1,0.0277,0.067,6.57e-05,0.231,0.678,79.68,4,1,0,0,0,0,0,0,0,0,0
29,198.207,0,0.655,0.931,0,-3.434,1,0.0409,0.0691,0.0,0.251,0.818,138.551,4,0,0,0,1,0,0,0,0,0,0
0,131.733,0,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,0,0,0,0,0,0,1,0,0,0
0,202.613,0,0.448,0.932,7,-4.424,1,0.0976,0.0174,0.0,0.347,0.709,187.813,4,0,0,1,0,0,0,0,0,0,0
63,194.84,0,0.462,0.238,2,-16.032,1,0.0723,0.515,0.0,0.213,0.399,93.388,4,0,0,0,0,0,0,1,0,0,0
0,206.106,0,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,4,0,0,1,0,0,0,0,0,0,0
0,480.186,1,0.408,0.533,8,-6.871,0,0.0536,0.235,0.0,0.345,0.239,140.069,4,0,0,0,0,0,1,0,0,0,0
85,255.493,0,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,0,0,0,0,0,0,0,0,1,0
1,317.28,0,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,0,0,0,0,0,1,0,0,0,0
0,256.04,0,0.559,0.79,2,-5.057,1,0.0535,0.0507,0.0,0.269,0.589,101.946,4,0,0,0,0,0,0,1,0,0,0
44,354.378,0,0.787,0.842,1,-7.295,1,0.0473,1.66e-05,0.86,0.0729,0.127,127.992,4,0,0,0,1,0,0,0,0,0,0
0,166.44,0,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-06,0.0984,0.0878,75.993,3,0,0,0,0,0,0,1,0,0,0
27,169.0,0,0.51,0.485,9,-4.432,0,0.0334,0.612,5.08e-06,0.126,0.451,154.97,4,1,0,0,0,0,0,0,0,0,0
0,160.293,0,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,0,0,0,0,0,0,1,0,0,0
27,177.666,0,0.731,0.868,9,-6.217,1,0.0271,0.111,0.0,0.258,0.975,111.154,4,1,0,0,0,0,0,0,0,0,0
59,162.96,0,0.601,0.239,2,-12.175,0,0.0384,0.727,1.43e-06,0.0748,0.569,120.036,4,0,0,0,0,0,0,1,0,0,0
33,339.082,0,0.403,0.196,8,-11.488,1,0.0344,0.803,0.0,0.105,0.169,127.274,4,0,0,0,0,0,0,0,0,0,1
0,247.04,0,0.373,0.333,10,-9.876,1,0.0303,0.59,0.0,0.121,0.0815,110.241,4,0,0,1,0,0,0,0,0,0,0
61,172.235,0,0.621,0.705,6,-5.604,0,0.222,0.195,4.19e-06,0.292,0.437,85.036,4,0,0,0,0,0,1,0,0,0,0
0,185.506,0,0.215,0.184,2,-15.551,0,0.0485,0.957,0.881,0.124,0.0949,83.917,4,0,1,0,0,0,0,0,0,0,0
0,169.756,0,0.601,0.713,4,-3.758,0,0.0449,0.0282,0.0,0.158,0.464,122.872,4,0,0,0,0,0,0,0,1,0,0
38,574.973,0,0.337,0.418,4,-10.758,1,0.034,0.101,0.0,0.395,0.305,131.985,4,0,0,0,0,0,0,0,0,0,1
0,182.289,0,0.608,0.755,1,-5.156,0,0.114,0.0525,0.0,0.0998,0.75,176.046,4,0,0,1,0,0,0,0,0,0,0
0,231.265,0,0.505,0.627,6,-7.851,1,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,4,0,0,1,0,0,0,0,0,0,0
80,190.799,0,0.759,0.548,9,-6.049,0,0.029,0.0392,0.0,0.0828,0.749,116.967,4,0,0,0,0,0,0,0,1,0,0
0,170.72,0,0.605,0.7,4,-6.47,1,0.0277,0.00998,0.0,0.116,0.588,84.962,4,0,0,0,0,0,0,0,0,1,0
1,216.76,0,0.68,0.711,9,-6.371,1,0.0414,0.0918,0.0,0.241,0.571,127.436,4,0,0,0,0,0,0,0,0,1,0
58,241.304,0,0.66,0.926,11,-3.452,0,0.0296,0.0948,0.0,0.248,0.731,109.997,4,0,0,0,0,0,1,0,0,0,0
58,209.32,0,0.529,0.558,0,-5.406,1,0.0258,0.191,0.0,0.25,0.296,87.987,4,0,0,0,0,0,0,0,0,0,1
0,307.44,0,0.252,0.738,7,-5.326,1,0.0446,0.0145,0.000497,0.375,0.256,165.187,4,0,0,0,0,0,0,0,0,1,0
31,264.6,0,0.721,0.672,6,-9.029,0,0.0339,0.0547,0.0106,0.201,0.804,104.976,4,0,0,0,1,0,0,0,0,0,0
0,200.0,1,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,4,0,0,0,0,0,1,0,0,0,0
66,234.737,0,0.63,0.729,6,-4.93,1,0.0287,0.123,8e-06,0.0786,0.44,127.919,4,0,0,0,0,0,0,0,1,0,0
39,311.788,0,0.516,0.806,9,-7.74,1,0.0492,0.00198,3.75e-06,0.699,0.315,103.063,4,0,0,0,0,0,0,0,0,0,1
55,239.573,0,0.531,0.296,1,-7.594,1,0.0304,0.84,0.0,0.124,0.212,106.359,4,1,0,0,0,0,0,0,0,0,0
49,246.12,0,0.473,0.603,7,-5.214,1,0.026,0.0225,9e-06,0.156,0.423,144.029,4,0,0,1,0,0,0,0,0,0,0
44,208.893,0,0.723,0.823,7,-5.35,1,0.103,0.304,0.0,0.453,0.85,100.251,4,0,0,0,0,1,0,0,0,0,0
42,155.744,0,0.803,0.504,2,-7.106,1,0.0921,0.379,0.0,0.0926,0.637,125.182,5,0,0,0,0,1,0,0,0,0,0
46,208.695,0,0.769,0.628,10,-6.007,0,0.151,0.42,0.0,0.103,0.768,137.947,4,0,0,0,0,1,0,0,0,0,0
0,191.822,1,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,4,0,0,0,0,0,1,0,0,0,0
4,187.107,0,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,4,0,0,0,0,0,1,0,0,0,0
0,115.506,0,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,0,0,0,0,0,0,1,0,0,0
45,323.346,0,0.394,0.627,9,-6.707,1,0.0322,0.25,0.0,0.118,0.237,153.939,4,0,0,0,0,0,0,0,0,0,1
63,253.09,0,0.849,0.558,10,-9.23,0,0.0437,0.0498,0.00634,0.119,0.35,109.991,4,0,0,0,1,0,0,0,0,0,0
32,181.745,0,0.623,0.998,6,-3.026,1,0.287,0.0357,0.0,0.347,0.41,147.917,4,0,0,0,1,0,0,0,0,0,0
0,165.488,0,0.176,0.162,9,-18.922,1,0.0362,0.988,0.913,0.12,0.183,58.879,4,0,1,0,0,0,0,0,0,0,0
2,363.253,0,0.0769,0.0846,2,-25.997,1,0.045,0.922,0.929,0.113,0.0586,176.329,4,0,1,0,0,0,0,0,0,0,0
0,170.396,0,0.825,0.758,9,-1.73,0,0.238,0.0895,0.0,0.0661,0.828,176.059,4,0,0,0,0,1,0,0,0,0,0
66,242.2,0,0.668,0.473,10,-15.402,1,0.0336,0.231,0.0,0.115,0.962,91.976,4,0,0,0,1,0,0,0,0,0,0
40,135.626,0,0.592,0.535,2,-9.747,1,0.0512,0.351,0.0,0.543,0.564,169.967,4,0,0,0,0,0,0,1,0,0,0
82,329.733,0,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,4,0,0,0,0,1,0,0,0,0,0
29,230.915,0,0.686,0.285,5,-10.912,1,0.0291,0.689,0.0,0.129,0.672,103.995,4,1,0,0,0,0,0,0,0,0,0
0,121.112,1,0.889,0.449,0,-7.63,1,0.293,0.0313,0.0,0.0581,0.911,137.941,4,0,0,0,0,0,1,0,0,0,0
44,242.906,0,0.492,0.694,11,-6.033,0,0.0276,0.0765,0.0006,0.316,0.366,89.93,4,0,0,1,0,0,0,0,0,0,0
37,215.624,0,0.755,0.922,7,-3.422,0,0.0332,0.0227,0.0122,0.219,0.902,127.995,4,0,0,0,1,0,0,0,0,0,0
66,324.133,0,0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,5,0,0,0,0,0,0,1,0,0,0
88,253.586,0,0.526,0.866,0,-5.822,1,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,4,0,0,0,0,0,0,0,0,1,0
54,91.226,0,0.523,0.231,5,-13.844,1,0.029,0.777,0.0,0.101,0.146,99.938,4,0,0,0,0,0,0,0,0,0,1
0,200.547,1,0.825,0.414,2,-6.634,1,0.144,0.00265,0.0,0.357,0.106,72.993,4,0,0,0,0,0,1,0,0,0,0
73,238.36,0,0.508,0.889,7,-2.755,0,0.0862,0.0495,0.0,0.0984,0.332,135.014,4,0,0,0,0,0,0,0,0,1,0
0,205.666,0,0.742,0.684,11,-6.543,0,0.137,0.139,0.0,0.115,0.547,133.593,4,0,0,0,0,0,0,0,0,1,0
58,161.328,0,0.669,0.854,4,-5.899,1,0.0431,0.0653,0.0,0.288,0.706,120.035,4,1,0,0,0,0,0,0,0,0,0
41,238.146,0,0.516,0.634,7,-4.85,1,0.0339,0.03,1.89e-06,0.0813,0.0921,76.994,4,0,0,0,0,0,0,0,0,0,1
32,213.027,0,0.757,0.969,3,-2.072,1,0.169,0.0961,0.0,0.201,0.607,143.032,4,0,0,0,1,0,0,0,0,0,0
82,126.345,1,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,4,0,0,0,0,0,1,0,0,0,0
50,218.747,0,0.527,0.911,10,-4.036,1,0.0388,0.00066,0.00324,0.103,0.305,127.937,4,0,0,0,0,0,0,0,0,0,1
0,193.805,0,0.813,0.733,4,-5.417,0,0.0847,0.15,0.00186,0.0909,0.397,91.988,4,0,0,0,0,1,0,0,0,0,0
34,211.519,0,0.721,0.408,11,-12.057,0,0.0341,0.513,0.000463,0.119,0.677,76.522,4,0,0,0,1,0,0,0,0,0,0
44,211.36,0,0.309,0.159,7,-13.101,1,0.0315,0.912,0.000264,0.1,0.139,87.493,4,1,0,0,0,0,0,0,0,0,0
2,176.453,0,0.443,0.136,0,-12.984,1,0.0341,0.889,0.00967,0.183,0.264,86.646,4,0,0,0,0,0,0,1,0,0,0
0,414.613,0,0.688,0.639,5,-10.068,1,0.0425,0.47,0.655,0.117,0.602,99.645,4,0,0,0,0,0,0,1,0,0,0
58,267.942,0,0.431,0.794,6,-5.78,0,0.428,0.0759,0.0,0.85,0.448,75.028,4,0,0,0,0,0,1,0,0,0,0
26,326.706,0,0.474,0.727,2,-5.892,1,0.0329,0.123,2.82e-06,0.244,0.83,79.633,4,1,0,0,0,0,0,0,0,0,0
58,262.539,0,0.585,0.901,2,-5.785,1,0.0745,0.479,0.0,0.248,0.62,99.929,4,0,0,0,0,0,1,0,0,0,0
0,172.342,0,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,4,0,0,0,0,0,1,0,0,0,0
0,200.461,0,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,0,0,0,0,0,0,1,0,0,0
0,196.213,0,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-05,0.571,0.673,106.164,4,0,0,0,1,0,0,0,0,0,0
43,277.306,0,0.219,0.771,11,-5.047,1,0.0544,0.115,0.0,0.113,0.272,157.76,4,0,0,0,0,0,0,0,0,0,1
61,261.34,0,0.549,0.89,9,-7.973,0,0.0613,0.0057,0.00053,0.128,0.84,149.092,4,0,0,0,1,0,0,0,0,0,0
4,124.0,1,0.437,0.592,0,-9.726,1,0.299,0.181,6.45e-06,0.331,0.632,75.493,3,0,0,0,0,0,1,0,0,0,0
0,159.123,0,0.87,0.479,9,-7.779,1,0.165,0.161,0.000157,0.209,0.717,104.059,4,0,0,0,0,0,1,0,0,0,0
63,262.707,0,0.488,0.134,7,-17.904,1,0.0327,0.76,0.219,0.0826,0.0507,112.892,4,0,0,0,0,0,0,1,0,0,0
56,221.413,0,0.518,0.828,8,-5.725,1,0.04,0.03,1.33e-05,0.0456,0.69,84.835,4,1,0,0,0,0,0,0,0,0,0
0,149.653,0,0.67,0.576,11,-6.753,0,0.0672,0.371,0.0,0.213,0.668,91.953,4,0,0,0,0,1,0,0,0,0,0
88,292.799,1,0.69,0.521,10,-8.492,0,0.339,0.324,0.0,0.0534,0.494,100.028,4,0,0,0,0,0,1,0,0,0,0
37,235.88,0,0.261,0.265,0,-9.515,1,0.0327,0.726,0.0,0.673,0.134,84.344,4,0,0,0,0,0,0,0,0,0,1
68,245.466,0,0.893,0.823,5,-3.708,0,0.122,0.0714,0.0,0.0509,0.902,128.009,4,0,0,0,1,0,0,0,0,0,0
45,216.0,0,0.674,0.595,7,-7.146,1,0.226,0.557,0.0,0.111,0.533,80.036,4,0,0,0,0,1,0,0,0,0,0
0,171.026,0,0.606,0.737,8,-5.745,1,0.0321,0.134,0.0,0.057,0.65,82.966,4,0,0,1,0,0,0,0,0,0,0
0,177.098,0,0.62,0.974,7,-4.175,1,0.0717,0.041,1.61e-05,0.339,0.711,118.06,4,0,0,1,0,0,0,0,0,0,0
40,198.344,0,0.495,0.329,7,-11.661,1,0.0386,0.652,7.61e-05,0.0606,0.0919,72.992,4,1,0,0,0,0,0,0,0,0,0
57,216.0,0,0.471,0.873,10,-5.503,0,0.373,0.47,8.13e-05,0.146,0.737,78.434,4,0,0,0,0,0,1,0,0,0,0
50,123.347,0,0.701,0.015,10,-23.549,1,0.0561,0.863,0.927,0.0992,0.0364,125.019,4,0,0,0,0,0,0,1,0,0,0
0,135.76,0,0.478,0.201,7,-16.79,1,0.0332,0.919,0.0,0.0854,0.857,136.47,4,0,0,0,0,0,0,1,0,0,0
2,143.375,1,0.782,0.51,4,-5.724,0,0.0419,0.143,0.0,0.115,0.118,99.993,4,0,0,0,0,0,1,0,0,0,0
46,263.823,0,0.434,0.469,0,-7.849,0,0.0265,0.52,0.000328,0.108,0.0568,136.282,4,1,0,0,0,0,0,0,0,0,0
